ideal,actual,feeling,model,group,octant
3.5,3.0,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
3.5,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,4.0,happy,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.5,sleepy,mistral,Asian American,low-arousal negative
2.0,3.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.5,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
2.0,3.0,unhappy,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.0,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,aroused,mistral,Asian American,high arousal
3.0,2.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.5,happy,mistral,Asian American,positive
4.5,3.5,satisfied,mistral,Asian American,positive
4.5,3.8,content,mistral,Asian American,positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
4.0,4.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
2.0,3.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,aroused,mistral,Asian American,high arousal
3.0,2.5,surprised,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.0,4.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
2.5,2.0,lonely,mistral,Asian American,negative
2.0,1.0,unhappy,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.0,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.5,3.5,strong (elated),mistral,Asian American,high-arousal positive
4.0,4.0,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.5,3.8,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.0,4.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
4.0,4.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
5.0,4.0,happy,mistral,Asian American,positive
4.5,3.5,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.5,3.5,calm,mistral,Asian American,low-arousal positive
4.5,3.5,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,3.0,passive,mistral,Asian American,low arousal
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.5,2.8,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
3.5,2.5,excited,mistral,Asian American,high-arousal positive
3.5,2.5,strong (elated),mistral,Asian American,high-arousal positive
4.5,3.5,happy,mistral,Asian American,positive
4.5,3.8,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.5,3.5,relaxed,mistral,Asian American,low-arousal positive
4.5,3.5,peaceful (serene),mistral,Asian American,low-arousal positive
3.0,2.0,still,mistral,Asian American,low arousal
4.0,3.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
2.5,2.0,lonely,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.0,nervous,mistral,Asian American,high-arousal negative
3.5,2.5,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
3.8,3.2,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.5,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,4.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.5,sad,mistral,Asian American,negative
2.0,3.0,unhappy,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
5.0,4.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,3.8,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.5,3.8,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.5,3.8,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,4.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.0,happy,mistral,Asian American,positive
4.0,4.0,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,quiet,mistral,Asian American,low arousal
4.0,3.0,still,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
2.5,2.0,lonely,mistral,Asian American,negative
2.0,3.0,unhappy,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,3.0,nervous,mistral,Asian American,high-arousal negative
3.5,3.0,surprised,mistral,Asian American,high arousal
3.0,2.5,astonished,mistral,Asian American,high arousal
4.0,3.0,enthusiastic,mistral,Asian American,high-arousal positive
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.0,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.5,3.5,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
3.5,2.5,still,mistral,Asian American,low arousal
3.5,4.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
2.0,3.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
2.0,3.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,3.0,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,3.8,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.0,4.0,excited,mistral,Asian American,high-arousal positive
4.5,3.2,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.5,3.5,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.5,peaceful (serene),mistral,Asian American,low-arousal positive
3.5,4.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.5,2.5,surprised,mistral,Asian American,high arousal
3.0,2.5,astonished,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.5,3.5,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
3.5,4.0,passive,mistral,Asian American,low arousal
2.5,2.0,dull,mistral,Asian American,low-arousal negative
2.0,3.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.5,2.5,sad,mistral,Asian American,negative
2.0,3.0,lonely,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.5,3.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.5,4.0,excited,mistral,Asian American,high-arousal positive
4.0,2.5,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.5,4.0,satisfied,mistral,Asian American,positive
4.0,3.5,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.5,2.5,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
3.5,3.0,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
4.5,4.0,excited,mistral,Asian American,high-arousal positive
4.5,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,4.0,happy,mistral,Asian American,positive
4.5,3.8,satisfied,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
4.0,4.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
3.5,2.8,surprised,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.5,3.5,content,mistral,Asian American,positive
4.0,3.5,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.5,3.8,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
4.0,3.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
2.0,3.0,fearful,mistral,Asian American,high-arousal negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
4.0,3.0,aroused,mistral,Asian American,high arousal
3.0,3.0,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
4.0,3.5,enthusiastic,mistral,Asian American,high-arousal positive
4.0,3.5,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.0,3.5,content,mistral,Asian American,positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.5,3.5,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
4.0,4.0,passive,mistral,Asian American,low arousal
2.5,3.0,dull,mistral,Asian American,low-arousal negative
3.0,3.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
2.5,1.5,lonely,mistral,Asian American,negative
2.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.5,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.5,4.0,excited,mistral,Asian American,high-arousal positive
4.5,3.2,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.0,4.0,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,3.0,passive,mistral,Asian American,low arousal
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,3.0,sad,mistral,Asian American,negative
2.5,1.5,lonely,mistral,Asian American,negative
3.0,4.0,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
5.0,4.0,excited,mistral,Asian American,high-arousal positive
4.5,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.5,happy,mistral,Asian American,positive
4.0,3.0,satisfied,mistral,Asian American,positive
4.5,3.8,content,mistral,Asian American,positive
4.5,3.5,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,3.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.5,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.5,3.0,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
4.5,4.0,excited,mistral,Asian American,high-arousal positive
4.0,3.5,strong (elated),mistral,Asian American,high-arousal positive
4.5,3.8,happy,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
3.5,2.5,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.5,3.8,peaceful (serene),mistral,Asian American,low-arousal positive
3.5,3.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
2.0,3.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
1.0,2.0,unhappy,mistral,Asian American,negative
2.0,3.0,fearful,mistral,Asian American,high-arousal negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.0,3.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,4.0,passive,mistral,Asian American,low arousal
3.5,2.2,dull,mistral,Asian American,low-arousal negative
3.0,3.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.5,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.5,fearful,mistral,Asian American,high-arousal negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
3.5,2.8,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
4.0,4.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,4.0,happy,mistral,Asian American,positive
4.0,4.0,satisfied,mistral,Asian American,positive
4.0,3.0,content,mistral,Asian American,positive
4.0,3.5,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,4.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,4.0,nervous,mistral,Asian American,high-arousal negative
3.5,2.8,surprised,mistral,Asian American,high arousal
4.0,4.0,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.5,3.7,happy,mistral,Asian American,positive
4.5,4.0,satisfied,mistral,Asian American,positive
4.5,3.8,content,mistral,Asian American,positive
4.5,3.2,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,relaxed,mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,3.0,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.5,2.5,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,3.0,nervous,mistral,Asian American,high-arousal negative
3.0,2.0,surprised,mistral,Asian American,high arousal
4.0,3.5,excited,mistral,Asian American,high-arousal positive
4.0,3.0,strong (elated),mistral,Asian American,high-arousal positive
4.0,3.5,happy,mistral,Asian American,positive
4.5,3.8,satisfied,mistral,Asian American,positive
4.5,3.5,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.5,at rest,mistral,Asian American,low-arousal positive
4.0,3.5,relaxed,mistral,Asian American,low-arousal positive
4.5,3.5,peaceful (serene),mistral,Asian American,low-arousal positive
3.5,3.2,passive,mistral,Asian American,low arousal
2.0,3.0,dull,mistral,Asian American,low-arousal negative
3.0,2.0,sleepy,mistral,Asian American,low-arousal negative
3.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
2.5,1.5,lonely,mistral,Asian American,negative
2.0,3.0,unhappy,mistral,Asian American,negative
3.0,2.0,fearful,mistral,Asian American,high-arousal negative
2.0,3.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,2.5,surprised,mistral,Asian American,high arousal
3.5,2.5,astonished,mistral,Asian American,high arousal
4.5,4.0,excited,mistral,Asian American,high-arousal positive
3.5,2.5,strong (elated),mistral,Asian American,high-arousal positive
4.5,4.0,happy,mistral,Asian American,positive
4.0,3.5,satisfied,mistral,Asian American,positive
4.5,3.7,content,mistral,Asian American,positive
4.0,3.0,calm,mistral,Asian American,low-arousal positive
4.0,3.0,at rest,mistral,Asian American,low-arousal positive
4.0,3.0,peaceful (serene),mistral,Asian American,low-arousal positive
4.0,3.0,still,mistral,Asian American,low arousal
3.5,3.0,passive,mistral,Asian American,low arousal
3.0,2.0,dull,mistral,Asian American,low-arousal negative
3.0,4.0,sleepy,mistral,Asian American,low-arousal negative
2.0,2.0,sluggish,mistral,Asian American,low-arousal negative
3.0,2.0,sad,mistral,Asian American,negative
3.0,2.0,lonely,mistral,Asian American,negative
3.0,2.0,hostile,mistral,Asian American,high-arousal negative
3.0,2.5,nervous,mistral,Asian American,high-arousal negative
3.0,3.5,surprised,mistral,Asian American,high arousal
3.0,2.0,astonished,mistral,Asian American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
4.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
4.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
4.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
3.0,2.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,3.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
2.0,3.0,fearful,gemma,European American,high-arousal negative
2.0,3.0,hostile,gemma,European American,high-arousal negative
2.0,3.0,nervous,gemma,European American,high-arousal negative
4.0,3.0,aroused,gemma,European American,high arousal
3.0,3.0,surprised,gemma,European American,high arousal
3.0,2.0,astonished,gemma,European American,high arousal
4.0,3.0,enthusiastic,gemma,European American,high-arousal positive
4.0,3.0,excited,gemma,European American,high-arousal positive
4.0,3.0,strong (elated),gemma,European American,high-arousal positive
5.0,3.0,happy,gemma,European American,positive
4.0,3.0,satisfied,gemma,European American,positive
5.0,3.0,content,gemma,European American,positive
4.0,3.0,calm,gemma,European American,low-arousal positive
4.0,3.0,at rest,gemma,European American,low-arousal positive
5.0,3.0,relaxed,gemma,European American,low-arousal positive
4.0,3.0,peaceful (serene),gemma,European American,low-arousal positive
4.0,3.0,quiet,gemma,European American,low arousal
4.0,3.0,still,gemma,European American,low arousal
3.0,3.0,passive,gemma,European American,low arousal
2.0,3.0,dull,gemma,European American,low-arousal negative
3.0,4.0,sleepy,gemma,European American,low-arousal negative
2.0,3.0,sluggish,gemma,European American,low-arousal negative
2.0,3.0,sad,gemma,European American,negative
2.0,3.0,lonely,gemma,European American,negative
2.0,3.0,unhappy,gemma,European American,negative
